"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over One Arm Row (Dumbbell)";"2";"27.5";"12";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over One Arm Row (Dumbbell)";"3";"30.0";"12";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Bent Over One Arm Row (Dumbbell)";"4";"30.0";"12";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Hammer Curl (Dumbbell)";"1";"12.5";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Hammer Curl (Dumbbell)";"2";"12.5";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Hammer Curl (Dumbbell)";"3";"12.5";"10";"";"";"";"";"Pull"
"10";"2021-04-27 18:08:46";"Evening Workout";"3624";"Hammer Curl (Dumbbell)";"4";"12.5";"12";"";"";"";"";"Pull"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Squat (Barbell)";"1";"60.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Squat (Barbell)";"2";"80.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Squat (Barbell)";"3";"100.0";"5";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Squat (Barbell)";"4";"120.0";"5";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Squat (Barbell)";"5";"140.0";"5";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Romanian Deadlift (Barbell)";"1";"60.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Romanian Deadlift (Barbell)";"2";"60.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Romanian Deadlift (Barbell)";"3";"60.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Romanian Deadlift (Barbell)";"4";"70.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Standing Calf Raise (Barbell)";"1";"80.0";"12";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Standing Calf Raise (Barbell)";"2";"80.0";"12";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Standing Calf Raise (Barbell)";"3";"80.0";"12";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Standing Calf Raise (Barbell)";"4";"80.0";"12";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Trap Bar Deadlift";"1";"70.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Trap Bar Deadlift";"2";"90.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Trap Bar Deadlift";"3";"110.0";"8";"";"";"";"";"Legs"
"11";"2021-04-28 18:12:13";"Evening Workout";"3526";"Trap Bar Deadlift";"4";"130.0";"8";"";"";"";"";"Legs"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"1";"20.0";"12";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"2";"40.0";"8";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"3";"50.0";"5";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"4";"60.0";"3";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"5";"60.0";"3";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"6";"60.0";"3";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Seated Overhead Press (Barbell)";"7";"60.0";"3";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Decline Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Decline Bench Press (Barbell)";"2";"60.0";"8";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Decline Bench Press (Barbell)";"3";"60.0";"8";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Decline Bench Press (Barbell)";"4";"60.0";"15";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Skullcrusher (Barbell)";"Note";"";"";"";"";"";"Tri Bar 7.5kg";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Skullcrusher (Barbell)";"1";"12.5";"12";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Skullcrusher (Barbell)";"2";"17.5";"12";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Skullcrusher (Barbell)";"3";"22.5";"12";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Skullcrusher (Barbell)";"4";"25.0";"12";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Upright Row (Barbell)";"1";"20.0";"10";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Upright Row (Barbell)";"2";"22.5";"10";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Upright Row (Barbell)";"3";"25.0";"10";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Upright Row (Barbell)";"4";"27.5";"12";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Bench Press (Dumbbell)";"1";"22.5";"10";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Bench Press (Dumbbell)";"2";"27.5";"10";"";"";"";"";"Push"
"12";"2021-04-30 18:10:16";"Evening Workout";"4301";"Bench Press (Dumbbell)";"3";"30.0";"8";"";"";"";"";"Push"
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"Note";"";"";"";"";"";"No belt until 170";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"2";"120.0";"5";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"3";"140.0";"3";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"4";"160.0";"3";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"5";"170.0";"3";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"6";"180.0";"3";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"7";"170.0";"3";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Deadlift (Barbell)";"8";"180.0";"3";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Barbell)";"Note";"";"";"";"";"";"Ez Bar 7.5kg wide grip";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Barbell)";"1";"20.0";"10";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Barbell)";"2";"22.5";"10";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Barbell)";"3";"25.0";"10";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Barbell)";"4";"27.5";"10";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Barbell)";"5";"27.5";"15";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Shrugs Trap Bar";"1";"70.0";"12";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Shrugs Trap Bar";"2";"70.0";"12";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Shrugs Trap Bar";"3";"70.0";"12";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Shrugs Trap Bar";"4";"70.0";"15";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Dumbbell)";"Note";"";"";"";"";"";"Fat grip";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Dumbbell)";"1";"11.5";"12";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Dumbbell)";"2";"11.5";"12";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Dumbbell)";"3";"11.5";"12";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Bicep Curl (Dumbbell)";"4";"11.5";"15";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Face Pull (Cable)";"1";"0.0";"15";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Face Pull (Cable)";"2";"0.0";"15";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Face Pull (Cable)";"3";"0.0";"15";"";"";"";"";""
"13";"2021-05-01 15:03:29";"Afternoon Workout";"5426";"Face Pull (Cable)";"4";"0.0";"15";"";"";"";"";""
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"1";"20.0";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"2";"40.0";"10";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"3";"60.0";"8";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"4";"80.0";"5";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"5";"90.0";"3";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"6";"90.0";"3";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"7";"90.0";"3";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"8";"90.0";"5";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Bench Press (Barbell)";"9";"60.0";"15";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Lateral Raise (Dumbbell)";"1";"11.0";"10";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Lateral Raise (Dumbbell)";"2";"11.0";"10";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Lateral Raise (Dumbbell)";"3";"11.0";"10";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Lateral Raise (Dumbbell)";"4";"11.0";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Incline Skullcrushers";"Note";"";"";"";"";"";"Tri Bar 7.5kg";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Incline Skullcrushers";"1";"17.5";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Incline Skullcrushers";"2";"17.5";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Incline Skullcrushers";"3";"20.0";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Incline Skullcrushers";"4";"22.5";"15";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Chest Fly (Dumbbell)";"1";"16.5";"10";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Chest Fly (Dumbbell)";"2";"16.5";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Chest Fly (Dumbbell)";"3";"16.5";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Chest Fly (Dumbbell)";"4";"16.5";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Seated Overhead Press (Dumbbell)";"1";"16.5";"10";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Seated Overhead Press (Dumbbell)";"2";"16.5";"12";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Seated Overhead Press (Dumbbell)";"3";"16.5";"15";"";"";"";"";"Push"
"14";"2021-05-03 15:40:32";"Afternoon Workout";"4464";"Seated Overhead Press (Dumbbell)";"4";"20.0";"15";"";"";"";"";"Push"
"15";"2021-05-05 18:09:06";"Evening Workout";"1226";"Squat (Barbell)";"Note";"";"";"";"";"";"No belt";"Legs"
"15";"2021-05-05 18:09:06";"Evening Workout";"1226";"Squat (Barbell)";"1";"60.0";"10";"";"";"";"";"Legs"
"15";"2021-05-05 18:09:06";"Evening Workout";"1226";"Squat (Barbell)";"2";"70.0";"10";"";"";"";"";"Legs"
"15";"2021-05-05 18:09:06";"Evening Workout";"1226";"Squat (Barbell)";"3";"80.0";"10";"";"";"";"";"Legs"
"15";"2021-05-05 18:09:06";"Evening Workout";"1226";"Squat (Barbell)";"4";"90.0";"10";"";"";"";"";"Legs"
"15";"2021-05-05 18:09:06";"Evening Workout";"1226";"Squat (Barbell)";"5";"100.0";"10";"";"";"";"";"Legs"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Seated Overhead Press (Barbell)";"1";"20.0";"12";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Seated Overhead Press (Barbell)";"2";"40.0";"8";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Seated Overhead Press (Barbell)";"3";"50.0";"5";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Seated Overhead Press (Barbell)";"4";"60.0";"4";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Seated Overhead Press (Barbell)";"5";"65.0";"3";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Seated Overhead Press (Barbell)";"6";"70.0";"2";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Decline Bench Press (Barbell)";"1";"60.0";"8";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Decline Bench Press (Barbell)";"2";"70.0";"8";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Decline Bench Press (Barbell)";"3";"80.0";"8";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Decline Bench Press (Barbell)";"4";"60.0";"15";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Triceps Extension (Barbell)";"Note";"";"";"";"";"";"Tri Bar 7.5kg";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Triceps Extension (Barbell)";"1";"17.5";"12";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Triceps Extension (Barbell)";"2";"17.5";"12";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Triceps Extension (Barbell)";"3";"20.0";"12";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Triceps Extension (Barbell)";"4";"20.0";"12";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Bench Press - Close Grip (Barbell)";"1";"40.0";"10";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Bench Press - Close Grip (Barbell)";"2";"50.0";"10";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Bench Press - Close Grip (Barbell)";"3";"60.0";"10";"";"";"";"";"Push"
"16";"2021-05-07 18:33:45";"Evening Workout";"4790";"Bench Press - Close Grip (Barbell)";"4";"60.0";"9";"";"";"";"";"Push"
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"Note";"";"";"";"";"";"No belt until 190";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"1";"70.0";"8";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"2";"120.0";"5";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"3";"140.0";"3";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"4";"160.0";"3";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"5";"170.0";"3";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"6";"180.0";"3";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"7";"190.0";"3";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Deadlift (Barbell)";"8";"200.0";"2";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Bicep Curl (Barbell)";"Note";"";"";"";"";"";"Straight bar ";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Bicep Curl (Barbell)";"1";"20.0";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Bicep Curl (Barbell)";"2";"22.5";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Bicep Curl (Barbell)";"3";"25.0";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Bicep Curl (Barbell)";"4";"27.5";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Shrugs Trap Bar";"1";"80.0";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Shrugs Trap Bar";"2";"85.0";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Shrugs Trap Bar";"3";"90.0";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Shrugs Trap Bar";"4";"100.0";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Hammer Curls Tricep Bar";"1";"27.5";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Hammer Curls Tricep Bar";"2";"27.5";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Hammer Curls Tricep Bar";"3";"27.5";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"Hammer Curls Tricep Bar";"4";"27.5";"10";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"T Bar Row";"Note";"";"";"";"";"";"Narrow handle";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"T Bar Row";"1";"20.0";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"T Bar Row";"2";"40.0";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"T Bar Row";"3";"50.0";"12";"";"";"";"";""
"17";"2021-05-08 15:28:46";"Afternoon Workout";"5145";"T Bar Row";"4";"50.0";"12";"";"";"";"";""
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"1";"22.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"2";"27.5";"10";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"3";"32.5";"8";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"4";"37.5";"5";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"5";"37.5";"5";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"6";"37.5";"5";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"7";"37.5";"5";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"8";"37.5";"5";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press (Dumbbell)";"9";"40.0";"5";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Lateral Raise (Dumbbell)";"1";"11.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Lateral Raise (Dumbbell)";"2";"11.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Lateral Raise (Dumbbell)";"3";"14.0";"10";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Lateral Raise (Dumbbell)";"4";"14.0";"10";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press - Close Grip (Barbell)";"1";"50.0";"8";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press - Close Grip (Barbell)";"2";"60.0";"8";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press - Close Grip (Barbell)";"3";"65.0";"8";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Bench Press - Close Grip (Barbell)";"4";"70.0";"8";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Incline Bench Press (Dumbbell)";"1";"22.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Incline Bench Press (Dumbbell)";"2";"22.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Incline Bench Press (Dumbbell)";"3";"22.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Incline Bench Press (Dumbbell)";"4";"22.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Skullcrusher (Barbell)";"Note";"";"";"";"";"";"EZ Bar 7.5 narrow grip";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Skullcrusher (Barbell)";"1";"17.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Skullcrusher (Barbell)";"2";"20.0";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Skullcrusher (Barbell)";"3";"22.5";"12";"";"";"";"";"Push"
"18";"2021-05-10 18:05:36";"Evening Workout";"5578";"Skullcrusher (Barbell)";"4";"22.5";"12";"";"";"";"";"Push"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"1";"20.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"2";"40.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"3";"60.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"4";"70.0";"10";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"5";"80.0";"8";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"6";"80.0";"8";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Yates Rows";"7";"80.0";"8";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bicep Curl (Dumbbell)";"1";"16.5";"10";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bicep Curl (Dumbbell)";"2";"16.5";"10";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bicep Curl (Dumbbell)";"3";"16.5";"10";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bicep Curl (Dumbbell)";"4";"16.5";"10";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bent Over One Arm Row (Dumbbell)";"1";"22.5";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bent Over One Arm Row (Dumbbell)";"2";"27.5";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bent Over One Arm Row (Dumbbell)";"3";"32.5";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bent Over One Arm Row (Dumbbell)";"4";"32.5";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Shrug (Barbell)";"Note";"";"";"";"";"";"Behind";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Shrug (Barbell)";"1";"60.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Shrug (Barbell)";"2";"60.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Shrug (Barbell)";"3";"60.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Shrug (Barbell)";"4";"60.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bicep Curl (Barbell)";"1";"25.0";"12";"";"";"";"";"Pull"
"19";"2021-05-11 18:07:45";"Evening Workout";"3744";"Bicep Curl (Barbell)";"2";"25.0";"12";"";"";"";"";"Pull"
